id,name,category,alcoholType,glass,instructions,imageUrl,ingredients/0/name,ingredients/0/measure,ingredients/1/name,ingredients/1/measure,ingredients/2/name,ingredients/2/measure,ingredients/3/name,ingredients/3/measure,ingredients/4/name,ingredients/4/measure,ingredients/5/name,ingredients/5/measure,ingredients/6/name,ingredients/6/measure,ingredients/7/name,ingredients/7/measure,ingredients/8/name,ingredients/8/measure,ingredients/9/name,ingredients/9/measure,ingredients/10/name,ingredients/10/measure,ingredients/11/name,ingredients/11/measure
16943,A Gilligan's Island,Cocktail,ALCOHOLIC,Collins glass,"Shaken, not stirred!",https://www.thecocktaildb.com/images/media/drink/wysqut1461867176.jpg,Vodka,3 cl,Peach schnapps,3 cl,Orange juice,9 cl,Cranberry juice,9 cl,,,,,,,,,,,,,,,,
15675,A midsummernight dream,Ordinary Drink,ALCOHOLIC,Collins Glass,"Mix the strawberrys in a blender Pour it together with the vodka,kirch and strawberry liquer over ice in a shaker. Shake well and pour in a highballglass. Fill up with the Russchian water",https://www.thecocktaildb.com/images/media/drink/ysqvqp1461867292.jpg,Vodka,6 cl,Kirschwasser,3 cl,Strawberry liqueur,1 tsp,Strawberries,5,Schweppes Russchian,,,,,,,,,,,,,,,
12790,Absinthe #2,Homemade Liqueur,ALCOHOLIC,Jar,"Mix together and let sit a few days. Strain through a coffee filter. To serve mix 1 part absinthe to 4 parts water, add ice, enjoy.",https://www.thecocktaildb.com/images/media/drink/uxxtrt1472667197.jpg,Vodka,1 bottle,Sugar,50 gr,Anise,50 ml pure,Licorice root,1 tblsp,Wormwood,1,,,,,,,,,,,,,,
15567,Adam Sunrise,Ordinary Drink,ALCOHOLIC,Collins Glass,"Fill blender up with ice. Fill half with Bartons Vodka. Put 10 tsp of sugar, add 1/2 can lemonade concentrate, fill to top with water. Blend for 60 seconds.",https://www.thecocktaildb.com/images/media/drink/vtuyvu1472812112.jpg,Vodka,1/2,Lemonade,1/2 can,Water,1/2,Sugar,10 tsp,,,,,,,,,,,,,,,,
14272,Addison Special,Cocktail,ALCOHOLIC,Old-fashioned glass,Combine ingredients in the order listed into a shaker. Fill half full with ice and shake well. Strain into glass with ice and garnish with a cherry and orange wedge.,https://www.thecocktaildb.com/images/media/drink/4vo5651493068493.jpg,Vodka,1 shot,Grenadine,1 tblsp,Orange juice,Fill with,,,,,,,,,,,,,,,,,,
15182,After sex,Ordinary Drink,ALCOHOLIC,Highball glass,Pour the vodka and creme over some ice cubes in a tall glass and fill up with juice. to make it beuty full make the top of the glass with a grenadine and sugar,https://www.thecocktaildb.com/images/media/drink/xrl66i1493068702.jpg,Vodka,2 cl,Creme de Banane,1 cl,Orange juice,,,,,,,,,,,,,,,,,,,
14622,Arctic Fish,Punch / Party Drink,ALCOHOLIC,Beer pilsner,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",https://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Vodka,1/3 part,Grape soda,1/3 part,Orange juice,1/3 part,Ice,lots,Candy,1 dash,,,,,,,,,,,,,,
16354,Arizona Antifreeze,Shot,ALCOHOLIC,Shot glass,Pour all ingredients into shot glass and slam !!!!,https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Vodka,1 cl,Midori melon liqueur,1 cl,Sweet and sour,1 cl,,,,,,,,,,,,,,,,,,
17074,Arizona Twister,Cocktail,ALCOHOLIC,Hurricane glass,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.",https://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Vodka,1 shot,Malibu rum,1 shot,Gold tequila,1 shot,Orange juice,1 splash,Pineapple juice,1 splash,Cream of coconut,1 splash,Grenadine,1 dash,Ice,crushed,Pineapple,1 wedge,,,,,,
13086,Atomic Lokade,Ordinary Drink,ALCOHOLIC,Collins Glass,"In a shaker, place lemonade, vodka, blue Curacao, and triple sec together. Shake with ice and strain into glass. Add sugar to taste",https://www.thecocktaildb.com/images/media/drink/n3zfrh1493067412.jpg,Lemonade,15 cl,Vodka,3 cl,Blue Curacao,1.5 cl,Triple sec,1.5 cl,Sugar,,Ice,,,,,,,,,,,,,
12756,Autodafé,Ordinary Drink,ALCOHOLIC,Highball glass,Mix and fill up with soda water. Drunk by finns on a sunny day any time of the year and day.,https://www.thecocktaildb.com/images/media/drink/7dkf0i1487602928.jpg,Vodka,4 cl,Lime juice,1 dash,Soda water,,,,,,,,,,,,,,,,,,,
15266,Avalon,Ordinary Drink,ALCOHOLIC,Highball glass,"Fill a tall glass with ice. Layer the Finlandia Vodka, lemon and apple juices, Pisang Ambon, and top up with lemonade. Stir slightly and garnish with a spiralled cucumber skin and a red cherry. The cucumber provides zest and looks attractive. This drink, created by Timo Haimi, took first prize in the 1991 Finlandia Vodka Long Drink Competition.",https://www.thecocktaildb.com/images/media/drink/3k9qic1493068931.jpg,Vodka,3 parts,Pisang Ambon,1 part,Apple juice,6 parts,Lemon juice,1 1/2 part,Lemonade,,,,,,,,,,,,,,,
14364,Aztec Punch,Punch / Party Drink,ALCOHOLIC,Punch bowl,"Mix all ingredients in a pitcher. Mix thoroughly and pour into whatever is available, the bigger the better! This drink packs a big punch, so don't over do it.",https://www.thecocktaildb.com/images/media/drink/uqwuyp1454514591.jpg,Lemonade,1 can,Vodka,15 cl,Rum,21 cl,Ginger ale,About 1 bottle,,,,,,,,,,,,,,,,
14071,Belgian Blue,Soft Drink / Soda,ALCOHOLIC,Highball glass,Just pour all ingredients in the glass and stir...,https://www.thecocktaildb.com/images/media/drink/rttsxw1441245419.jpg,Vodka,2 cl,Coconut liqueur,1 cl,Blue Curacao,1 cl,Sprite,Fill with,,,,,,,,,,,,,,,,
16176,Bellini Martini,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Add ice cubes to shaker.
Add vodka.
Add peach schnapps.
Add peach nectar.
Shake.
Strain into glass.
Add lemon twist peel.",https://www.thecocktaildb.com/images/media/drink/3h9wv51504389379.jpg,Ice,8 cubes,Vodka,9 cl,Peach nectar,4.5 cl,Peach schnapps,4.5 cl,Lemon peel,1,,,,,,,,,,,,,,
11113,Bloody Mary,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"Stirring gently, pour all ingredients into highball glass. Garnish.",https://www.thecocktaildb.com/images/media/drink/uyquuu1439906954.jpg,Vodka,4.5 cl,Tomato juice,9 cl,Lemon juice,1 dash,Worcestershire sauce,1/2 tsp,Tabasco sauce,2-3 drops,Lime,1 wedge,,,,,,,,,,,,
11117,Blue Lagoon,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour vodka and curacao over ice in a highball glass. Fill with lemonade, top with the cherry, and serve.",https://www.thecocktaildb.com/images/media/drink/vak0e51504389504.jpg,Vodka,3 cl,Blue Curacao,3 cl,Lemonade,,Cherry,,,,,,,,,,,,,,,,,
11119,Blue Mountain,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into an old-fashioned glass alomst filled with ice cubes.",https://www.thecocktaildb.com/images/media/drink/vsxssp1441209853.jpg,Añejo rum,4.5 cl,Tia maria,1.5 cl,Vodka,1.5 cl,Orange juice,3 cl,Lemon juice,1 tsp,,,,,,,,,,,,,,
17120,Brain Fart,Punch / Party Drink,ALCOHOLIC,Punch bowl,Mix all ingredients together. Slowly and gently. Works best if ice is added to punch bowl and soda's are very cold.,https://www.thecocktaildb.com/images/media/drink/rz5aun1504389701.jpg,Everclear,1 fifth,Vodka,1 fifth Smirnoff red label,Mountain Dew,2 L,Surge,2 L,Lemon juice,1 small bottle,Rum,1 pint,,,,,,,,,,,,
16998,Bruised Heart,Shot,ALCOHOLIC,Shot glass,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,Vodka,1.5 cl,Chambord raspberry liqueur,1.5 cl,Peachtree schnapps,1.5 cl,Cranberry juice,1.5 cl,,,,,,,,,,,,,,,,
14730,Bubble Gum,Shot,ALCOHOLIC,Shot glass,Layer in order into a shot glass.,https://www.thecocktaildb.com/images/media/drink/spuurv1468878783.jpg,Vodka,1/4,Banana liqueur,1/4,Orange juice,1/4,Peach schnapps,1/4,,,,,,,,,,,,,,,,
12796,Caribbean Orange Liqueur,Homemade Liqueur,ALCOHOLIC,Collins Glass,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",https://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,Orange,3 large,Vodka,3 cups,Sugar,1 1/3 cup superfine,,,,,,,,,,,,,,,,,,
11243,Chocolate Black Russian,Ordinary Drink,ALCOHOLIC,Champagne flute,Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,https://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,Kahlua,3 cl,Vodka,1.5 cl,Chocolate ice-cream,15 cl,,,,,,,,,,,,,,,,,,
14133,Cosmopolitan Martini,Cocktail,ALCOHOLIC,Cocktail Glass,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",https://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cointreau,1.5 cl,Vodka,3 cl,Lime,Juice of 1/2,Cranberry juice,1 splash,,,,,,,,,,,,,,,,
17212,Espresso Martini,Cocktail,ALCOHOLIC,Cocktail glass,"Pour ingredients into shaker filled with ice, shake vigorously, and strain into chilled martini glass",https://www.thecocktaildb.com/images/media/drink/n0sx531504372951.jpg,Vodka,5 cl,Kahlua,1 cl,Sugar syrup,1 dash,,,,,,,,,,,,,,,,,,
14688,Freddy Kruger,Shot,ALCOHOLIC,Shot glass,make it an ample size shot!!,https://www.thecocktaildb.com/images/media/drink/tuppuq1461866798.jpg,Jägermeister,1.5 cl,Sambuca,1.5 cl,Vodka,1.5 cl,,,,,,,,,,,,,,,,,,
17213,French Martini,Cocktail,ALCOHOLIC,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well and strain into a chilled cocktail glass. Squeeze oil from lemon peel onto the drink.,https://www.thecocktaildb.com/images/media/drink/clth721504373134.jpg,Vodka,4.5 cl,Raspberry Liqueur,1.5 cl,pineapple juice,1.5 cl,,,,,,,,,,,,,,,,,,
17252,Greyhound,Cocktail,ALCOHOLIC,Collins glass,"1. Add the vodka to a Collins glass filled with ice.
2. Top with grapefruit juice and stir.

",https://www.thecocktaildb.com/images/media/drink/g5upn41513706732.jpg,Vodka,4.5 cl,Grapefruit Juice,9 cl,,,,,,,,,,,,,,,,,,,,
11462,Harvey Wallbanger,Ordinary Drink,ALCOHOLIC,Collins glass,"Stir the vodka and orange juice with ice in the glass, then float the Galliano on top. Garnish and serve.",https://www.thecocktaildb.com/images/media/drink/vg4bva1504369725.jpg,Vodka,3 cl,Galliano,1.5 cl,Orange juice,12 cl,,,,,,,,,,,,,,,,,,
13539,Ice Pick #1,Ordinary Drink,ALCOHOLIC,Collins Glass,Put Vodka in glass fill with iced tea. Stir in lemon to taste.,https://www.thecocktaildb.com/images/media/drink/ypsrqp1469091726.jpg,Vodka,4.5 cl,Iced tea,18 cl,Lemon juice,to taste,,,,,,,,,,,,,,,,,,
17015,Irish Russian,Beer,ALCOHOLIC,Highball glass,Add the ingredients in the order listed in the recipe. Care must be taken when adding the Guinness to prevent an excess of foam. Do Not add ice.,https://www.thecocktaildb.com/images/media/drink/swqurw1454512730.jpg,Vodka,1 shot,Kahlua,1 shot,Coca-Cola,1 dash,Guinness stout,Fill with,,,,,,,,,,,,,,,,
14956,Jello shots,Shot,ALCOHOLIC,Shot glass,"Boil 3 cups of water then add jello. Mix jello and water until jello is completely disolved. Add the two cups of vodka and mix together. Pour mixture into plastic shot glasses and chill until firm. Then, eat away...",https://www.thecocktaildb.com/images/media/drink/l0smzo1504884904.jpg,Vodka,2 cups,Jello,3 packages,Water,3 cups,,,,,,,,,,,,,,,,,,
14446,Kool-Aid Slammer,Shot,ALCOHOLIC,Shot glass,"Fill half the shot glass with the kool-aid first. Then put a paper towel over the top of the glass and slowly pour in the vodka. If you do it right, you should be able to see that the two liquids are separated, with the vodka on top. Now slam it! The last thing you'll taste is the kool-aid.",https://www.thecocktaildb.com/images/media/drink/kugu2m1504735473.jpg,Kool-Aid,1.5 cl Grape,Vodka,1.5 cl,,,,,,,,,,,,,,,,,,,,
13196,Long vodka,Ordinary Drink,ALCOHOLIC,Highball glass,"Shake a tall glass with ice cubes and Angostura, coating the inside of the glass. Por the vodka onto this, add 1 slice of lime and squeeze juice out of remainder, mix with tonic, stir and voila you have a Long Vodka",https://www.thecocktaildb.com/images/media/drink/9179i01503565212.jpg,Vodka,5 cl,Lime,1/2,Angostura bitters,4 dashes,Tonic water,1 dl Schweppes,Ice,4,,,,,,,,,,,,,,
13254,Moscow Mule,Punch / Party Drink,ALCOHOLIC,Copper Mug,Combine vodka and ginger beer in a highball glass filled with ice. Add lime juice. Stir gently. Garnish.,https://www.thecocktaildb.com/images/media/drink/3pylqc1504370988.jpg,Vodka,6 cl,Lime juice,6 cl,Ginger ale,24 cl,,,,,,,,,,,,,,,,,,
16995,Orange Whip,Other/Unknown,ALCOHOLIC,Collins Glass,Pour ingredients over ice and stir.,https://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,Orange juice,12 cl,Rum,3 cl,Vodka,3 cl,Cream,1 package,Ice,Over,,,,,,,,,,,,,,
13499,Oreo Mudslide,Ordinary Drink,ALCOHOLIC,Collins Glass,"Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",https://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,Vodka,3 cl,Kahlua,3 cl,Bailey's irish cream,3 cl,Vanilla ice-cream,2 scoops,Oreo cookie,1,,,,,,,,,,,,,,
13535,Pink Panty Pulldowns,Ordinary Drink,ALCOHOLIC,Collins Glass,Shake well,https://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,Sprite,1 L,Pink lemonade,2 cups,Vodka,2 cups,,,,,,,,,,,,,,,,,,
16992,Pink Penocha,Punch / Party Drink,ALCOHOLIC,Punch bowl,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,Everclear,750 ml,Vodka,1750 ml,Peach schnapps,1750 ml,Orange juice,1 gal,Cranberry juice,1 gal,,,,,,,,,,,,,,
13072,Popped cherry,Ordinary Drink,ALCOHOLIC,Highball glass,Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.thecocktaildb.com/images/media/drink/sxvrwv1473344825.jpg,Vodka,6 cl,Cherry liqueur,6 cl,Cranberry juice,12 cl,Orange juice,12 cl,,,,,,,,,,,,,,,,
17214,Russian Spring Punch,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,2.5 cl,Creme de Cassis,1.5 cl,Sugar Syrup,1 cl,Lemon Juice,2.5 cl,,,,,,,,,,,,,,,,
15184,San Francisco,Ordinary Drink,ALCOHOLIC,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Vodka,2 cl,Creme de Banane,2 cl,Grenadine,,Orange juice,,,,,,,,,,,,,,,,,
13625,Screaming Orgasm,Ordinary Drink,ALCOHOLIC,Cocktail glass,"Pour first vodka, then Bailey's, then Kahlua into a cocktail glass over crushed ice. Stir. Caution: use only high quality vodka. Cheap vodka can cause the Bailey's to curdle. Test your brand of vodka by mixing 1 Tsp each of vodka and Bailey's first.",https://www.thecocktaildb.com/images/media/drink/x894cs1504388670.jpg,Vodka,3 cl,Bailey's irish cream,4.5 cl,Kahlua,1.5 cl,,,,,,,,,,,,,,,,,,
12162,Screwdriver,Ordinary Drink,ALCOHOLIC,Highball glass,Mix in a highball glass with ice. Garnish and serve.,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,6 cl,Orange juice,,,,,,,,,,,,,,,,,,,,,
13377,Sea breeze,Ordinary Drink,ALCOHOLIC,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,4.5 cl,Cranberry juice,12 cl,Grapefruit juice,3 cl,,,,,,,,,,,,,,,,,,
12754,Sex on the Beach,Ordinary Drink,ALCOHOLIC,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with orange slice.,https://www.thecocktaildb.com/images/media/drink/twsvwr1469092365.jpg,Vodka,3 cl,Peach schnapps,2.3 cl,Cranberry juice,,Grapefruit juice,,,,,,,,,,,,,,,,,
16273,Shark Attack,Cocktail,ALCOHOLIC,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,1 can,Water,3 cans,Vodka,1 1/2 cup,,,,,,,,,,,,,,,,,,
12452,Victory Collins,Ordinary Drink,ALCOHOLIC,Collins glass,Shake all ingredients (except orange slice) with ice and strain into a collins glass over ice cubes. Add the slice of orange and serve.,https://www.thecocktaildb.com/images/media/drink/lx0lvs1492976619.jpg,Vodka,4.5 cl,Lemon juice,9 cl,Grape juice,9 cl unsweetened,Powdered sugar,1 tsp,Orange,1 slice,,,,,,,,,,,,,,
12460,Vodka And Tonic,Ordinary Drink,ALCOHOLIC,Highball glass,"Pour vodka into a highball glass over ice cubes. Fill with tonic water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/lmj2yt1504820500.jpg,Vodka,6 cl,Tonic water,,,,,,,,,,,,,,,,,,,,,
16967,Vodka Fizz,Other/Unknown,ALCOHOLIC,White wine glass,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,Vodka,6 cl,Half-and-half,6 cl,Limeade,6 cl,Ice,,Nutmeg,,,,,,,,,,,,,,,
15403,Vodka Russian,Ordinary Drink,ALCOHOLIC,Collins Glass,Mix it as a ordinary drink .,https://www.thecocktaildb.com/images/media/drink/rpttur1454515129.jpg,Vodka,6 cl,Schweppes Russchian,,,,,,,,,,,,,,,,,,,,,
16942,Zipperhead,Shot,ALCOHOLIC,Whiskey sour glass,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,Chambord raspberry liqueur,1 shot,Vodka,1 shot,Soda water,Fill with,,,,,,,,,,,,,,,,,,
16963,Zorbatini,Cocktail,ALCOHOLIC,Cocktail glass,Prepare like a Martini. Garnish with a green olive.,https://www.thecocktaildb.com/images/media/drink/wtkqgb1485621155.jpg,Vodka,3.8 cl Stoli,Ouzo,0.8 cl,,,,,,,,,,,,,,,,,,,,
11145,Classic Old-Fashioned,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",https://www.thecocktaildb.com/images/media/drink/anhof61504366173.jpg,Bitters,3 dashes,Water,1 tsp,Sugar,1,Bourbon,9 cl,Orange,1,Maraschino cherry,1,,,,,,,,,,,,
12792,Amaretto Liqueur,Homemade Liqueur,ALCOHOLIC,Collins Glass,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.",https://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Sugar,1 cup,Water,3/4 cup,Apricot,2,Almond flavoring,1 tblsp,Grain alcohol,1/2 cup pure,Water,1/2 cup,Brandy,1 cup,Food coloring,3 drops yellow,Food coloring,6 drops red,Food coloring,2 drops blue,Glycerine,1/2 tsp,,
11146,Bourbon Sling,Ordinary Drink,ALCOHOLIC,Highball glass,"In a shaker half-filled with ice cubes, combine the sugar, water, lemon juice, and bourbon. Shake well. Strain well. Strain into a highball glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/3s36ql1504366260.jpg,Sugar,1 tsp superfine,Water,2 tsp,Lemon juice,3 cl,Bourbon,6 cl,Lemon peel,1 twist of,,,,,,,,,,,,,,
11157,Brandy Cobbler,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,"In an old-fashioned glass, dissolve the sugar in the club soda. Add crushed ice until the glass is almost full. Add the brandy. Stir well. Garnish with the cherry and the orange and lemon slices.",https://www.thecocktaildb.com/images/media/drink/vtvutr1439465836.jpg,Sugar,1 tsp superfine,Club soda,9 cl,Lemon,1,Brandy,6 cl,Maraschino cherry,1,Orange,1,,,,,,,,,,,,
11202,Caipirinha,Ordinary Drink,ALCOHOLIC,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,https://www.thecocktaildb.com/images/media/drink/xyrppt1469090521.jpg,Sugar,2 tsp,Lime,1,Cachaca,7.5 cl,,,,,,,,,,,,,,,,,,
13206,Caipirissima,Ordinary Drink,ALCOHOLIC,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Lime,2,Sugar,2 tblsp,White rum,2-3 oz,Ice,crushed,,,,,,,,,,,,,,,,
12730,Castillian Hot Chocolate,Cocoa,NONALCOHOLIC,Coffee mug,"Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six.",https://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,Cocoa powder,1/2 cup,Sugar,1 cup,Cornstarch,7 tsp,Water,1/2 cup,Milk,1 qt,,,,,,,,,,,,,,
12798,Coffee Liqueur,Homemade Liqueur,ALCOHOLIC,Collins Glass,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",https://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,Coffee,10 tblsp instant,Vanilla extract,4 tblsp,Sugar,2 1/2 cups,Vodka,1 qt,Water,2 1/2 cups,,,,,,,,,,,,,,
12800,Coffee-Vodka,Homemade Liqueur,ALCOHOLIC,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Water,2 cups,Sugar,2 cups white,Coffee,1/2 cup instant,Vanilla,1/2,Vodka,1 1/2 cup,Caramel coloring,,,,,,,,,,,,,
12890,Cranberry Punch,Punch / Party Drink,NONALCOHOLIC,Punch Bowl,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",https://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,Cranberry juice,4 cups,Sugar,1 1/2 cup,Pineapple juice,4 cups,Almond flavoring,1 tblsp,Ginger ale,2 qt,,,,,,,,,,,,,,
12808,Creme de Menthe,Homemade Liqueur,ALCOHOLIC,Collins Glass,Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,https://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,Sugar,8 cups,Water,6 cups,Grain alcohol,1 pint,Peppermint extract,3 cl pure,Food coloring,1 tblsp green,,,,,,,,,,,,,,
12910,Egg Nog #4,Punch / Party Drink,OPTIONAL,Punch bowl,"In a small mixer bowl beat egg yolks till blended. Gradually add 1/4 cup sugar, beating at high speed till thick and lemon colored. Stir in milk, stir in rum, bourbon, vanilla, and salt. Chill thoroughly. Whip cream. Wash beaters well. In a large mixer bowl beat egg whites till soft peaks form. Gradually add remaining 1/4 cup sugar, beating to stiff peaks. Fold yolk mixture and whipped cream into egg whites. Serve immediately. Sprinkle nutmeg over each serving. Serve in a punch bowl or another big bowl. NOTE: For a nonalcoholic eggnog, prepare Eggnog as above, except omit the bourbon and rum and increase the milk to 3 cups.",https://www.thecocktaildb.com/images/media/drink/wpspsy1468875747.jpg,Egg yolk,6,Sugar,1/4 cup,Milk,2 cups,Light rum,1/2 cup,Bourbon,1/2 cup,Vanilla extract,1 tsp,Salt,1/4 tsp,Whipping cream,1 cup,Egg white,6,Sugar,1/4 cup,Nutmeg,Ground,,
12916,Egg Nog - Healthy,Punch / Party Drink,OPTIONAL,Collins Glass,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,Egg,1/2 cup,Sugar,3 tblsp,Condensed milk,39 cl skimmed,Milk,3/4 cup skimmed,Vanilla extract,1 tsp,Rum,1 tsp,Nutmeg,,,,,,,,,,,
12914,Egg-Nog - Classic Cooked,Punch / Party Drink,OPTIONAL,Pitcher,"In large saucepan, beat together eggs, sugar and salt, if desired. Stir in 2 cups of the milk. Cook over low heat, stirring constantly, until mixture is thick enough to coat a metal spoon and reaches 160 degrees F. Remove from heat. Stir in remaining 2 cups milk and vanilla. Cover and regfigerate until thoroughly chilled, several hours or overnight. Just before serving, pour into bowl or pitcher. Garnish or add stir-ins, if desired. Choose 1 or several of: Chocolate curls, cinnamon sticks, extracts of flavorings, flavored brandy or liqueur, fruit juice or nectar, ground nutmeg, maraschino cherries, orange slices, peppermint sticks or candy canes, plain brandy, run or whiskey, sherbet or ice-cream, whipping cream, whipped. Serve immediately.",https://www.thecocktaildb.com/images/media/drink/quxsvt1468875505.jpg,Egg,6,Sugar,1/4 cup,Salt,1/4 tsp,Milk,1 qt,Vanilla extract,1 tsp,,,,,,,,,,,,,,
